20734_113.097867026,28.2286136855_202004_265.512
T21649_113.087132846,28.2283643348_201909_4.113
T21652_113.087157965,28.2295893093_201909_1.253
T21656_113.087070879,28.2283613576_201909_181.919
T21657_113.087079238,28.2287696828_201909_181.644
T21658_113.087087597,28.2291780079_201909_182.384
T21659_113.087095955,28.229586333_201909_180.96
T21660_113.087104314,28.2299946581_201909_181.606
T21663_113.086657123,28.2279321339_202004_86.544
T21664_113.086249253,28.2279111234_202004_95.061
T21665_113.085841383,28.2278901129_202004_266.844
T21666_113.085433458,28.2278707703_202004_266.674
T21667_113.085025189,28.2278600038_202004_267.064
T21668_113.08461692,28.2278492373_202004_265.889
T21671_113.087501903,28.2278942928_202004_86.037
T21673_113.088317603,28.2279370828_202004_86.319
T21675_113.089133303,28.2279798728_202004_87.087
T21676_113.089541153,28.2280012678_202004_87.535
T21677_113.089949003,28.2280226628_202004_87.141
T21678_113.090356853,28.2280440578_202004_90.544
T21679_113.090764701,28.2280654889_202004_87.809
T21681_113.086204283,28.2278275458_202004_92.747
T21683_113.085388392,28.2277892876_202004_87.04
T21684_113.084980146,28.2277776849_202004_87.142
T21687_113.083755408,28.2277428767_202004_86.34
T21688_113.092512864,28.2282391254_202004_266.958
T21689_113.092920728,28.2282602505_202004_266.827
T21690_113.093328592,28.2282813756_202004_266.397
T21691_113.093736456,28.2283025007_202004_266.722
T21694_113.094960048,28.2283658759_202004_266.921
T21696_113.095775776,28.2284081261_202004_266.306
T21703_113.095695982,28.2283223165_202004_266.303
T21707_113.094064538,28.2282375755_202004_87.323
T21710_113.092840956,28.2281740197_202004_86.727
T21712_113.097454157,28.222554595_201909_1.112
T21716_113.097335328,28.2222353837_201909_180.27
T21717_113.097332268,28.2226437826_201909_180.496
T21721_113.099101357,28.2213465917_201908_271.231
T21723_113.099918074,28.2213583708_201908_271.423
T21724_113.10032645,28.221353028_201908_270.711
T21727_113.098948344,28.2212623687_201908_271.39
T21728_113.099356688,28.2212697371_201908_271.439
T21733_113.097471696,28.2185357811_201909_5.73
T21734_113.09749606,28.2189434644_201909_3.892
T21736_113.09749537,28.2197597445_201909_359.028
T21737_113.09748609,28.2201680498_201909_358.529
T21739_113.097257199,28.2177313137_201909_186.196
T21742_113.097374276,28.2189503404_201909_184.652
T21744_113.097372776,28.2197666108_201909_180.156
T21745_113.097363186,28.2201749088_201909_177.725
T21957_113.07971897,28.2274507782_201909_1.507
T21967_113.07950676,28.2274224795_202004_156.033
T22147_113.079703917,28.2295433372_201909_1.163
T22150_113.079677735,28.2281723213_201909_2.159
T22188_113.083422355,28.2277357497_202004_86.437
T22192_113.080869658,28.2276863543_202004_86.598
T22193_113.081277987,28.227694475_202004_87.166
T22196_113.082502977,28.2277188372_202004_86.651
T22197_113.082911307,28.227726958_202004_86.843
T22245_113.079554933,28.2282042994_202004_180.555
T22246_113.079661373,28.2269676056_201909_0.918
T22247_113.079658762,28.2265592041_201909_181.235
T22348_113.080872653,28.2277676101_202004_268.527
T22349_113.081280979,28.2277759149_202004_267.314
T22354_113.083414356,28.2278177052_202004_266.192
T22384_113.079586348,28.229946661_201909_181.185
T22386_113.079571043,28.2291299831_201909_180.275
T22591_113.07953738,28.2269666055_202004_179.013
T22592_113.079534051,28.2265582085_201909_181.235
T22597_113.079517635,28.2245162215_201909_180.884
T22598_113.079513913,28.2241078277_201909_182.026
T22599_113.079654221,28.2259946071_201909_0.577
T22600_113.079650442,28.2255862139_201909_0.932
T22675_113.078767045,28.2277017182_202004_266.28
T22678_113.077543179,28.2276438731_202004_266.536
T22679_113.077135224,28.2276245914_202004_266.723
T22680_113.076727268,28.2276053097_201908_270.697
T22684_113.075029402,28.2275152706_202004_265.684
T22685_113.074621742,28.2274905124_202004_266.893
T22686_113.074214083,28.2274657542_202004_266.559
T22688_113.073398764,28.2274162378_202004_266.979
T22703_113.077543392,28.2275594897_202004_266.536
T22705_113.076727588,28.2275187347_201908_270.697
T22707_113.075911784,28.2274779796_202004_266.926
T23535_113.079617439,28.2220723868_201909_1.707
T23542_113.073734063,28.2218742238_201908_273.472
T23543_113.074142215,28.2218596842_201908_271.962
T23544_113.074550366,28.2218451447_201908_272.774
T23553_113.074137244,28.221779524_201908_92.135
T23578_113.083869074,28.2214194228_201908_91.958
T23580_113.084685222,28.2213862692_201908_93.043
T23582_113.08550137,28.2213531155_201908_93.573
T23583_113.085909444,28.2213365387_201908_92.591
T23584_113.086317519,28.2213199619_201908_93.072
T23587_113.07950563,28.2231813947_201909_181.14
T23588_113.07950926,28.2235897893_201909_180.769
T23591_113.076458439,28.2217769259_201908_272.876
T23592_113.076866585,28.2217622344_201908_274.429
T23594_113.077828306,28.2217279864_201908_272.723
T23595_113.078236459,28.2217134796_201908_272.592
T23596_113.078644612,28.2216989727_201908_272.804
T23599_113.079373882,28.2213500442_201707_137.581
T23602_113.08040811,28.2215533174_201908_94.91
T23603_113.080816219,28.2215376344_201908_93.111
T23605_113.081632438,28.2215062684_201908_92.956
T23608_113.082856766,28.2214592194_201908_92.779
T23644_113.078702287,28.2066876991_201908_184.936
T23647_113.078737349,28.2079123319_201908_180.518
T23715_113.078679174,28.2112515669_201908_179.939
T23717_113.078704348,28.2104351336_201908_179.52
T23718_113.078717928,28.2100269488_201908_179.051
T23719_113.078731561,28.2096187657_201908_179.207
T23720_113.078739921,28.2092104711_201908_179.474
T23721_113.078743561,28.2088020767_201908_179.897
T23734_113.079251027,28.217818658_201909_7.226
T23735_113.079188234,28.2174151034_201909_7.485
T23737_113.079062649,28.2166079942_201909_8.172
T23738_113.079449874,28.2207888699_201707_184.558
T23745_113.079128626,28.2179532898_201909_7.496
T23746_113.079063277,28.2175501411_201909_7.33
T23747_113.078997929,28.2171469925_201909_187.917
T273785_112.986992765,28.1556359278_202006_289.987
T273786_112.986607022,28.1555042581_201707_269.053
T273927_113.016502608,28.1508243117_201908_254.765
T273929_113.017290101,28.1510385128_201908_254.39
T273931_113.018068116,28.1512872554_201908_255.729
T273934_113.015670156,28.1501494952_201908_257.627
T284362_113.045816646,28.1586074639_201908_349.25
T284363_113.045910393,28.1582099581_201908_350.481
T284367_113.046268187,28.1566160212_201908_350.637
T284368_113.046355744,28.1562171063_201908_351.245
T284506_113.047201856,28.1507979046_201908_355.688
T284507_113.047151333,28.1512031782_201908_356.878
T284508_113.04710081,28.1516084518_201908_84.314
T284509_113.047036239,28.1520115614_201908_355.46
T284511_113.046902977,28.1528158012_201908_355.662
T284513_113.046763412,28.1536206109_201908_354.99
T284514_113.0466936,28.1540230104_201908_341.089
T284515_113.046612156,28.154423218_201908_8.651
T284518_113.046345751,28.1556190704_201908_351.454
T284677_113.046018204,28.1583961729_201908_349.425
T284678_113.045867687,28.1587751607_201908_349.636
T284680_113.046199364,28.1579630827_201908_350.682
T284918_113.046518709,28.1554995089_201908_350.714
T284919_113.046612518,28.1551020179_201908_350.207
T28664_112.945009924,28.155417928_201908_261.719
T28665_112.945414245,28.1554755827_201908_261.852
T28906_112.946244211,28.1570116126_201908_198.929
T28907_112.946111934,28.156625425_201908_194.842
T29058_112.946408785,28.1569691253_201908_18.48
T29059_112.946271253,28.1565849417_201908_15.377
T29060_112.946175562,28.1561879698_201908_11.323
T29061_112.94609565,28.1557875859_201707_53.022
T29157_112.94568597,28.1553949057_201908_83.138
T29923_112.945841924,28.1550107991_201908_182.402
T29924_112.945828849,28.1546025978_201908_181.146
T29927_112.945993078,28.153855687_201908_2.563
T29928_112.94598361,28.1534473896_201707_359.778
T29931_112.945923851,28.1522238063_201707_3.203
T29932_112.945885909,28.1518171793_201908_3.74
T29933_112.945843143,28.1514110139_201908_5.597
T29934_112.945800377,28.1510048485_201707_187.061
T29935_112.945757611,28.150598683_201908_187.474
T29990_112.945672947,28.1513846113_201908_184.609
T30067_112.991900975,28.1515786865_202006_61.783
T30070_112.989764968,28.1508468271_201908_272.825
T30072_112.988953205,28.1509232246_201908_283.37
T30077_112.988400075,28.1527283519_201908_359.993
T30079_112.988246334,28.151267628_201908_255.679
T30082_112.988071843,28.1519245382_201908_187.468
T30083_112.988081805,28.1523326285_201908_181.658
T30084_112.988084241,28.1527410319_202006_178.621
T30085_112.988104459,28.1531474682_202006_199.108
T30088_112.986765073,28.1505047284_201908_256.589
T30089_112.986367274,28.1504129137_202006_255.672
T30090_112.985977979,28.1502896758_201908_251.274
T30091_112.985593207,28.1501527463_201908_248.351
T30094_112.989558785,28.1500781922_201908_237.27
T30095_112.989569585,28.1504284153_201908_113.602
T30098_112.991493004,28.151658094_202006_253.4
T30099_112.991113549,28.1515111454_202006_234.274
T30100_112.990794555,28.1512591263_202006_222.473
T30103_112.989462537,28.1507596236_201908_271.057
T30105_112.990274952,28.1507699048_201908_280.645
T30107_112.990935768,28.1512331358_202006_44.245
T30108_112.991268812,28.1514655805_202006_59.645
T30109_112.991655462,28.1515948275_202006_73.014
T30110_112.992052606,28.1516900945_202006_75.773
T30118_112.989856003,28.1500870426_201908_68.945
T30148_112.999397189,28.1538315498_201908_250.963
T30150_112.998619832,28.1535807238_201908_251.661
T30207_112.981683995,28.1571058177_201908_67.212
T30216_112.988189763,28.1528691748_201908_181.597
T30220_112.988224172,28.1512360521_201908_255.679
T30221_112.988240258,28.1508279585_201707_177.951
T30225_112.988112233,28.1503336886_201908_164.472
T30226_112.987849461,28.1509168074_201909_210.7
T30234_112.985784711,28.150050346_201908_71.015
T30238_112.997958911,28.1516388671_202006_69.047
T30240_112.997180733,28.1513906014_202006_73.074
T30244_112.995626967,28.150886078_202006_71.375
T30245_112.99523834,28.1507605375_201908_70.759
T30248_112.994068321,28.1503970875_202006_71.037
T30249_112.993481722,28.1502535929_202006_78.643
T30250_112.993077232,28.1502011403_202006_91.21
T30270_112.999577275,28.1595165699_201908_147.446
T30366_112.997826748,28.1532512742_201908_69.313
T30371_112.995871503,28.152663787_201908_77.091
T30372_112.996102521,28.152801604_201908_253.69
T30373_112.996496163,28.1529103891_201908_251.775
T30374_112.996888906,28.1530224275_201908_71.081
T30375_112.997278033,28.1531463334_201908_252.755
T30376_112.997666532,28.1532722994_201908_247.555
T30379_112.99305837,28.1520108385_202006_74.784
T30380_112.993454039,28.1521120563_202006_74.463
T30381_112.993849708,28.152213274_202006_255.512
T30385_112.995432386,28.1526181451_201908_259.344
T30387_112.99134082,28.158514772_202006_89.408
T30390_112.992566049,28.1585174299_202006_88.998
T30391_112.992974458,28.1585183158_202006_91.004
T30394_112.993277997,28.1572938271_201908_177.258
T30420_112.990456408,28.1506062738_201908_277.403
T30434_112.97958749,28.1520772244_202005_177.817
T30435_112.979626985,28.151671076_202005_173.649
T30449_112.99092441,28.1586502616_202006_270.277
T30450_112.99133282,28.158649523_202006_269.489
T30451_112.99174123,28.1586487844_202006_269.587
T30453_112.99255805,28.1586473073_202006_269.848
T30562_112.993441842,28.1503994488_201908_259.609
T30564_112.992627806,28.1503558394_201908_274.721
T30569_112.997524466,28.1516346389_201908_250.714
T30575_112.995185372,28.1509048319_201908_249.887
T30576_112.994796703,28.1507793896_201908_250.871
T30577_112.994408034,28.1506539474_201908_251.138
T30610_112.988296161,28.1516848333_201908_0.495
T30642_112.9933785,28.1577211914_201908_177.507
T30705_112.99436587,28.154735964_201908_315.935
T30708_112.988655886,28.1569103249_202006_9.93
T30709_112.988817929,28.1577017609_202006_5.245
T30710_112.988859378,28.1581080629_202006_0.73
T30713_112.988506045,28.1574095048_202006_188.098
T30714_112.988421145,28.1569502747_202006_188.509
T30718_112.984564297,28.1580174545_202006_70.156
T30723_112.982255443,28.1572688868_202006_71.212
T30724_112.993811929,28.1551137237_201908_139.869
T30725_112.993560992,28.1554354303_201908_150.703
T30727_112.993278415,28.1565304998_201908_181.043
T30733_112.993375329,28.1569412905_201908_184.603
T30787_112.978707368,28.1587203131_201908_348.575
T30788_112.978907993,28.1580044016_201908_348.385
T30790_112.979125978,28.1572172043_201908_347.779
T30796_112.979007301,28.1571798255_201908_167.437
T30816_112.979643961,28.1552541743_201908_350.488
T30817_112.979544151,28.1556501388_201908_346.916
T30820_112.979518465,28.1552366789_201908_169.0
T30824_112.986570058,28.1583662176_202006_86.33
T30825_112.986977116,28.1583994353_202006_84.681
T30946_112.957823991,28.1584740731_201908_19.695
T30947_112.957682188,28.1580910705_201908_20.075
T30955_112.956452839,28.1550673952_201908_25.581
T30956_112.956277387,28.154698599_201908_24.609
T30959_112.955916768,28.1535323038_201908_9.782
T31196_112.967847476,28.1524846601_201908_176.253
T31200_112.967287362,28.1500702942_201908_26.504
T31216_112.957680476,28.1585020245_201908_199.808
T31217_112.957537984,28.1581192897_201908_200.243
T31218_112.957396584,28.1577361415_201908_201.189
T31219_112.95725771,28.1573520672_201908_201.122
T31221_112.956982468,28.156583026_201908_202.214
T31227_112.95597982,28.1543487489_201908_199.25
T31228_112.955859468,28.1539585046_201908_195.765
T31229_112.955778283,28.153558736_201908_189.741
T31231_112.955731419,28.152745135_201908_182.268
T31414_112.966726574,28.1537467115_201908_147.024
T31425_112.955784737,28.1515990035_201908_181.254
T31426_112.955743847,28.151192649_201908_183.532
T32620_112.999593734,28.1523072918_201908_250.335
T32621_112.999206467,28.1521775841_201908_249.453
T32623_112.99842917,28.1519268396_201908_251.08
T32627_112.998435955,28.1517933239_202006_70.572
T32645_112.98534178,28.1583573927_202006_258.338
T32646_112.984948008,28.1582500433_202006_254.502
T32647_112.984560514,28.1581210184_202006_252.37
T32648_112.98417302,28.1579919935_202006_250.529
T32653_112.982215199,28.1573579693_202006_252.072
T32662_112.979771553,28.1544562942_201908_358.738
T32665_112.979648094,28.1538687023_201908_183.15
T32666_112.97965318,28.1544493946_201908_179.179
T33303_112.993657438,28.1520698141_202006_74.695
T33304_112.993262925,28.1519641769_202006_74.994
T33305_112.992868413,28.1518585398_202006_70.892
T33472_112.966546121,28.1584702105_201908_179.687
T33483_112.966585266,28.1573020093_201707_9.531
T33484_112.966502769,28.156902029_201908_12.174
T33485_112.966427843,28.1565005605_201908_12.644
T33818_112.979748682,28.1520190017_201908_358.672
T33819_112.979743831,28.152427295_201908_4.216
T33823_112.979891403,28.1506606493_202005_168.028
T34099_112.988016361,28.1584802577_202006_85.353
T34100_112.986560178,28.1584787098_202006_264.674
T34101_112.986967356,28.1585104199_202006_265.042
T34102_112.987374533,28.1585421301_202006_264.186
T34104_112.989457375,28.1586414524_202006_270.355
T34105_112.989448409,28.1585169395_202006_87.32
T34106_112.990218408,28.1585142841_202006_88.083
T34107_112.988112382,28.1544346603_202006_180.873
T34109_112.988399764,28.1544035903_201908_3.961
T34111_112.988327515,28.1563883973_202006_188.062
T34112_112.988265031,28.1559847948_202006_187.716
T34113_112.98820053,28.1555815106_202006_185.78
T34114_112.988132908,28.154967988_202006_182.149
T34115_112.988567358,28.1563767453_202006_8.057
T34117_112.988449878,28.1555690315_202006_5.786
T34130_112.947327961,28.1590025679_201908_21.885
T34131_112.947165019,28.1586280695_201908_21.98
T34173_112.947451939,28.1597825901_201908_199.1
T34175_112.947155192,28.1590216259_201908_203.284
T34191_113.009199113,28.1586464392_201908_182.425
T34198_113.010687667,28.1588199176_202006_62.18
T34223_113.010653574,28.1590478985_202006_99.707
T34257_113.00585156,28.1552510322_201908_50.632
T34258_113.005519541,28.1550132031_201908_50.346
T34259_113.005187522,28.1547753739_201908_50.856
T34260_113.004570349,28.1543388884_201908_50.615
T34262_113.003906299,28.1538634462_201908_55.189
T34263_113.003564334,28.1536401541_201908_58.629
T34264_113.003207846,28.1534412768_201908_62.589
T34270_113.009064765,28.1589647681_202006_157.92
T34271_113.009092687,28.1585613246_202006_183.767
T34283_113.009198701,28.1595172235_202006_241.388
T34371_113.039865106,28.1558202032_201908_37.1
T34372_113.040178092,28.1560825749_201908_41.964
T34373_113.040491101,28.1563449191_201908_37.602
T34374_113.04079556,28.156616987_201908_33.563
T34383_113.032051908,28.1599361323_201908_211.836
T34387_113.031852033,28.1595362644_201908_222.976
T34410_113.044145401,28.1545558363_201908_87.641
T34411_113.044553799,28.1545589479_201908_89.451
T34412_113.04496219,28.1545629458_201908_268.162
T34414_113.04215382,28.1545503613_201908_268.203
T34416_113.04297064,28.1545517227_201908_88.076
T34417_113.04337905,28.1545524034_201908_268.131
T34418_113.042290209,28.1592010798_201908_189.013
T34420_113.042499936,28.159988513_201908_185.913
T34435_113.037796704,28.1531539319_201908_244.884
T34436_113.037935024,28.153538153_201908_199.708
T34455_113.027661096,28.1528693918_201908_179.394
T34459_113.027708447,28.1548831185_201908_179.309
T34462_113.027857704,28.1560939232_201908_194.467
T34464_113.028208411,28.1568274903_201908_207.276
T34468_113.02930258,28.1580192277_201908_226.383
T34471_113.030340309,28.1586705447_201908_234.027
T34472_113.030683543,28.15889188_201908_234.07
T34631_113.028627785,28.15263101_201908_67.641
T34637_113.026755323,28.1522424148_201908_82.47
T34675_113.00908057,28.157630569_202006_43.676
T34677_113.009679188,28.1581858195_202006_48.429
T34680_113.010743879,28.1587880442_202006_62.18
T34682_113.008100996,28.1569003553_201908_51.014
T34683_113.007663601,28.1565665137_201908_50.19
T34687_113.006347317,28.1555990703_201908_50.985
T34688_113.023442134,28.1516467394_201908_61.233
T34689_113.02381981,28.1518003498_201908_74.176
T34690_113.022664025,28.1513583973_201908_239.722
T34692_113.021940279,28.1509797309_201908_239.309
T34693_113.021578406,28.1507903977_201908_240.667
T34954_113.01543417,28.159653591_202006_252.31
T34956_113.01465112,28.1594212533_201606_68.128
T34992_113.002787676,28.1533714982_201908_246.833
T34994_113.003509645,28.1537510412_201908_239.737
T34996_113.004187237,28.1542064981_201908_231.171
T34997_113.004517776,28.1544463789_201908_231.138
T34998_113.004847005,28.1546880562_201908_230.431
T34999_113.005197533,28.1549405045_201908_230.869
T35001_113.00586149,28.1554162754_201908_230.183
T35003_113.006788276,28.1561149869_201908_231.563
T35004_113.007111334,28.1563648522_201908_230.568
T35009_113.010632772,28.1589785411_202006_99.707
T35054_113.042313739,28.1588322777_201908_8.745
T35079_113.024751446,28.1528321912_201908_346.374
T35080_113.024886223,28.1524468524_201908_345.015
T35081_113.027749854,28.1528846959_201908_179.394
T35083_113.027766416,28.1537012464_201908_180.007
T35084_113.027775992,28.1541095448_201908_0.705
T35085_113.027794262,28.1548592815_201908_179.309
T35087_113.027855295,28.1556733446_201908_6.757
T35089_113.028093982,28.1564496556_201908_20.908
T35090_113.028284238,28.1568109373_201908_25.194
T35091_113.028513432,28.1571481595_201908_33.374
T35092_113.028773963,28.1574626119_201908_38.268
T35093_113.029075356,28.1577369141_201908_48.419
T35094_113.029408085,28.1579729027_201908_49.743
T35097_113.030438592,28.1586345461_201908_54.256
T35098_113.030787125,28.158847373_201908_234.107
T35099_113.031137396,28.1590573948_201908_235.358
T35100_113.031487668,28.1592674166_201908_233.514
T35101_113.021572242,28.1506707357_201908_60.289
T35102_113.021990901,28.1508814311_201908_59.829
T35103_113.022352934,28.1510704563_201908_60.114
T35105_113.023074798,28.1514526692_201908_58.624
T35106_113.023383519,28.1517450079_201908_241.265
T35116_113.026340694,28.1522657707_201908_82.194
T35117_113.026744541,28.1523266558_201908_82.47
T35119_113.028170641,28.1525743409_201908_253.25
T35121_113.028971885,28.1528735354_201908_242.14
T35123_113.041771408,28.1546513775_201908_269.272
T35124_113.042179817,28.154652755_201908_268.203
T35125_113.042588225,28.1546541325_201908_268.436
T35126_113.042996633,28.15465551_201908_266.329
T35127_113.043405042,28.1546568875_201908_268.131
T35129_113.037628816,28.1525488377_201908_193.595
T35131_113.037791405,28.1526068267_201908_8.762
T35132_113.025250444,28.1513578645_201908_341.377
T35133_113.025413831,28.1509842008_201908_158.869
T35135_113.025777448,28.1502527779_201908_155.187
T35479_113.039065258,28.1545181768_201908_87.418
T35480_113.039473516,28.1545293538_201908_88.169
T35481_113.039881773,28.1545405309_201908_88.509
T35482_113.040453367,28.1545510053_201908_88.028
T35483_113.040861742,28.1545536594_201908_88.667
T35496_113.049363419,28.154810867_201908_84.183
T35523_113.039149381,28.15464987_201908_269.673
T35525_113.040323364,28.1546528635_201908_271.509
T35555_113.048598024,28.1547717637_201908_84.938
T35556_113.030019153,28.153365137_201908_53.442
T35578_113.023595678,28.1586392718_201908_175.16
T35642_113.04206811,28.1586179884_201908_199.594
T35643_113.042115939,28.1583925378_201908_13.732
T35644_113.04181503,28.1578601324_201908_206.059
T35646_113.041341632,28.1571957709_201908_26.109
T36412_113.000208883,28.1590484113_201908_307.954
T36413_113.000987278,28.15869734_202006_94.39
T36414_113.000587374,28.1587745487_202006_107.439
T36420_113.000369297,28.1524505885_202006_78.268
T36421_113.000757594,28.1525771773_201908_69.999
T36422_113.001145891,28.1527037661_201908_70.486
T36423_113.001534628,28.1528289826_201908_69.873
T36596_113.037656215,28.1511840303_201908_2.37
T36599_113.037522464,28.1516021107_201908_184.082
T36600_113.038789483,28.1549686357_201908_214.705
T36603_113.039797559,28.155958271_201908_218.318
T36604_113.040114165,28.1562162625_201908_232.629
T36609_113.038346606,28.1539807937_201908_27.174
T36957_113.005439157,28.1598596528_202006_278.038
T36958_113.005036558,28.1599283056_202006_278.553
T36962_113.003223569,28.1596455616_202006_238.143
T36965_113.002152327,28.1590509501_202006_238.126
T36966_113.001778771,28.1588886778_202006_249.645
T36968_113.002171217,28.1589396779_202006_60.075
T36970_113.002886824,28.1593333764_202006_57.659
T36971_113.003243991,28.1595314409_202006_56.439
T36972_113.00360627,28.1597190517_202006_65.176
T36973_113.003991293,28.1598524678_202006_77.842
T37000_113.037576343,28.1546224032_201908_268.703
T37001_113.037984687,28.1546298061_201908_267.65
T37002_113.038393031,28.1546372091_201908_269.107
T37003_113.036491348,28.154603151_201908_268.708
T37004_113.036899696,28.1546103018_201908_268.233
T37005_113.030510531,28.153681955_201908_53.633
T37007_113.03124088,28.1540469747_201908_62.243
T37008_113.031622102,28.1541928368_201908_68.013
T37011_113.032818622,28.1544363002_201908_81.67
T37012_113.033225963,28.1544654733_201908_85.124
T37013_113.03388331,28.1544877713_201908_88.369
T37016_113.035108484,28.1544980958_201908_88.326
T37018_113.035925295,28.1545021983_201908_88.284
T37020_113.030824735,28.1539459662_201908_238.768
T37022_113.031574855,28.1542674439_201908_247.844
T37023_113.031966042,28.1543840119_201908_251.475
T37024_113.032366299,28.1544642785_201908_256.21
T37026_113.033177779,28.1545509369_201908_265.176
T37027_113.033882245,28.1545685043_201908_268.319
T37029_113.034699016,28.1545771947_201908_268.151
T37031_113.035515771,28.1545871287_201908_268.287
T37032_113.035924132,28.1545935155_201908_268.17
T37058_113.020589938,28.1500934569_201908_49.117
T37059_113.020926606,28.1503239849_201908_62.664
T37063_113.037902804,28.1545132773_201908_88.829
T43774_112.987951622,28.1598590534_201908_18.461
T43809_112.986433739,28.1552799224_201707_176.014
T43811_112.986529685,28.1545484937_201707_355.92
T43812_112.986004113,28.1554177044_201707_188.369
T43815_112.986124326,28.1536632337_201908_256.771
T43818_112.986878815,28.1534556638_201908_3.459
T43819_112.986830355,28.1530503315_201908_3.312
T43820_112.982324315,28.1514961096_201707_80.779
T43829_112.982463829,28.1500979238_201908_9.887
T43838_112.983665297,28.1524185819_201707_197.656
T43839_112.986408026,28.1529705774_201908_100.164
T43844_112.984921282,28.1520095297_201908_97.24
T43847_112.983819982,28.1520460997_201908_35.505
T43868_112.968139672,28.154596025_201908_274.158
T43869_112.968388202,28.1534008626_201908_69.636
T43870_112.968769298,28.1535475026_201908_66.722
T43873_112.967470783,28.1554625718_201908_277.853
T43878_112.96790334,28.1537656026_201908_1.205
T43879_112.967907053,28.1533572088_201908_0.874
T43881_112.968020997,28.1530871637_201908_151.791
T43956_112.987581618,28.1542013611_201908_272.486
T43957_112.987987346,28.1542481007_201908_352.139
T44114_113.016145722,28.1521397975_201908_251.991
T44117_113.017302933,28.1521698543_201908_253.353
T44126_113.015840896,28.1516587747_201908_180.514
T44128_113.016064454,28.1508731466_201908_79.196
T44129_113.014951171,28.1514332573_201908_166.948
T44130_113.015085342,28.1510475147_201908_164.964
T44137_113.015955786,28.150167749_201908_248.479
T44138_113.014372714,28.1504961476_201908_342.232
T44139_113.014518817,28.1501150263_201908_324.0
T510110_112.946182203,28.157832492_201908_282.242
T512013_112.998014269,28.1538102253_201908_337.282
T512033_112.989863152,28.1567649692_202006_270.654
T512034_112.990271536,28.1567602922_202006_269.465
T512035_112.990967385,28.1567615463_201908_87.254
T512040_112.992804911,28.1561219327_201908_91.31
T512049_112.989175607,28.1545605201_201908_288.431
T512050_112.989692937,28.1542302759_201908_310.386
T512051_112.990050383,28.154039958_201908_286.58
T512053_112.990842418,28.1538409323_201908_286.682
T512054_112.991238819,28.1537426185_201908_290.703
T512055_112.991635078,28.1536437471_201908_288.675
T512056_112.992030465,28.1535414297_201908_290.341
T512057_112.998444053,28.1562356328_201908_8.775
T512059_112.99536815,28.1563780192_201908_104.808
T512065_112.997738224,28.1557565228_201908_103.162
T512135_112.980048797,28.1507282079_201908_348.871
T512142_112.979690161,28.1509147383_201908_174.047
T512143_112.9797598,28.1505123086_201908_169.682
T512504_112.976929799,28.1589141315_201908_35.155
T512507_112.976109837,28.1580165739_201908_56.188
T512509_112.977242218,28.1583784927_201908_44.768
T512510_112.976946751,28.1581004498_201908_49.818
T512511_112.976607414,28.1578732297_201908_56.824
T512512_112.976265405,28.1576500052_201908_56.967
T512513_112.977528289,28.1591199722_201908_296.444
T512518_112.977375744,28.1598110898_201908_24.781
T512593_112.974578276,28.1501569811_201908_50.471
T512595_112.97508801,28.150689943_201908_357.375
T512615_112.981830291,28.1510225928_201707_0.463
T512616_112.981828581,28.1506141857_201707_1.01
T512617_112.981826871,28.1502057787_201707_0.851
T512674_112.993497324,28.1551230002_201908_95.985
T512675_112.993809,28.154883111_201908_315.835
T512685_112.97819889,28.1594487041_201908_96.551
T512688_112.978038981,28.1596098526_201908_213.17
T512690_112.996798098,28.1537638921_201908_250.012
T512691_112.996395125,28.1537109211_201908_273.287
T512697_112.993966789,28.153461242_201908_273.804
T512698_112.993558386,28.1534588424_201908_270.452
T512699_112.993149982,28.1534564427_201908_272.518
T512700_112.992741578,28.1534540431_201908_272.49
T512701_112.992692525,28.1537736212_201908_22.318
T512913_112.981395979,28.1514371607_201707_269.749
T512914_112.981804322,28.1514313302_201707_12.861
T512918_112.977551381,28.150766932_201707_43.473
T512919_112.977853128,28.1510353266_201707_41.983
T512963_112.992327969,28.1526424494_201908_238.188
T512964_112.992310035,28.1521579016_201908_3.893
T513028_112.999080871,28.1543944547_201908_246.379
T513031_112.986052206,28.1592569161_202006_344.232
T513033_112.985675976,28.1599754693_202006_331.045
T513154_112.975662395,28.1572643849_201908_56.814
T513155_112.97531679,28.1570467696_201908_55.129
T513158_112.974284391,28.1563869943_201908_56.108
T513159_112.9739406,28.1561665251_201908_56.715
T513300_112.961548454,28.155032645_201908_270.465
T513301_112.961956605,28.1550472015_201908_267.846
T513307_112.965557401,28.1504956852_201707_319.977
T513314_112.962102349,28.1503290833_201707_269.844
T513320_112.96544882,28.1500827066_201908_314.479
T513338_112.971381314,28.1574969844_201908_327.082
T513339_112.971369932,28.1570924759_201908_269.776
T513340_112.971774233,28.1570420462_201908_90.434
T513342_112.972327647,28.1575799225_201908_144.353
T513344_112.970659198,28.1570071796_201908_86.448
T513359_112.974484998,28.1598122144_201908_172.902
T513363_112.972380272,28.1595380554_201908_264.588
T513366_112.972578141,28.1592927507_201908_265.77
T513377_112.974935732,28.1596006937_201908_85.815
T513378_112.975564678,28.1596860939_201908_80.959
T513379_112.975239523,28.1592304065_201707_170.746
T513382_112.974028142,28.1586589757_201908_175.405
T513388_112.975169785,28.1599079198_201707_168.674
T513401_112.970398793,28.1596576778_201707_82.304
T513402_112.970711649,28.1593951553_201908_133.756
